Data,Cliente,Telefone,Servico,Barbeiro,Comissao_Pct,Valor,Gorjeta,Comissao_Barbeiro,Status,Forma_Pagamento
2026-04-10 10:15,Miguel Santos,(61) 98928-7215,Corte masculino,Léo,0.4,53,0,21.2,Realizado,Cartão Crédito
2026-04-10 10:15,Arthur Pinto,(61) 98823-4955,Corte infantil,Jr (aprendiz),0.3,37,0,11.1,Realizado,Dinheiro
2026-04-10 09:15,Diego Oliveira,(61) 98339-2942,Corte infantil,Léo,0.4,33,10,13.2,Realizado,Cartão Crédito
2026-04-09 20:15,Cesar Ribeiro,(61) 98720-9284,Pigmentação de barba,Tiago (Dono),0.0,83,0,0.0,Faltou,Dinheiro
2026-04-09 19:30,Fernando Castro,(61) 98595-3458,Sobrancelha,Marcos,0.45,20,0,9.0,Realizado,PIX
2026-04-09 19:15,Matheus Rocha,(61) 98377-9302,Relaxamento,Tiago (Dono),0.0,111,5,0.0,Realizado,PIX
2026-04-09 19:00,Lucas Martins,(61) 99103-2986,Pezinho,Jr (aprendiz),0.3,24,0,7.2,Faltou,Cartão Crédito
2026-04-09 18:30,Vinícius Ramos,(61) 98307-7243,Pigmentação de barba,Tiago (Dono),0.0,97,0,0.0,Realizado,Cartão Crédito
2026-04-09 18:00,Leonardo Gomes,(61) 99599-9326,Relaxamento,Léo,0.4,83,0,33.2,Realizado,PIX
2026-04-09 17:00,Douglas Souza,(61) 99712-5801,Combo Premium (VIP),Jr (aprendiz),0.3,132,10,39.6,Realizado,PIX
2026-04-09 16:30,Bruno Ferreira,(61) 98530-5217,Corte infantil,Tiago (Dono),0.0,32,0,0.0,Realizado,Cartão Débito
2026-04-09 16:15,Tiago Santos,(61) 99129-6145,Corte masculino,Tiago (Dono),0.0,53,20,0.0,Realizado,PIX
2026-04-09 13:30,Breno Santos,(61) 99712-5333,Relaxamento,Tiago (Dono),0.0,70,10,0.0,Realizado,PIX
2026-04-09 12:30,Henrique Campos,(61) 98644-2890,Hidratação capilar,Jr (aprendiz),0.3,47,0,14.1,Faltou,PIX
2026-04-09 11:45,Igor Moreira,(61) 99978-6877,Corte masculino,Tiago (Dono),0.0,49,0,0.0,Realizado,PIX
2026-04-09 10:45,Rodrigo Teixeira,(61) 98260-4726,Sobrancelha,Léo,0.4,28,0,11.2,Realizado,Dinheiro
2026-04-09 10:45,Benjamin Costa,(61) 98686-7686,Sobrancelha,Tiago (Dono),0.0,24,10,0.0,Realizado,PIX
2026-04-09 10:30,Anderson Moraes,(61) 98857-4764,Combo Premium (VIP),Marcos,0.45,128,0,57.6,Realizado,Dinheiro
2026-04-09 10:00,Henrique Campos,(61) 99394-7815,Pezinho,Léo,0.4,20,0,8.0,Realizado,PIX
2026-04-09 09:30,Luiz Augusto,(61) 99038-8271,Corte masculino,Marcos,0.45,54,5,24.3,Realizado,PIX
2026-04-08 20:30,Miguel Santos,(61) 99597-5795,Pezinho,Léo,0.4,22,0,8.8,Realizado,Dinheiro
2026-04-08 20:00,Erick Campos,(61) 98898-3958,Corte masculino,Tiago (Dono),0.0,42,10,0.0,Realizado,PIX
2026-04-08 19:15,Pedro Henrique,(61) 98110-6679,Sobrancelha,Tiago (Dono),0.0,30,0,0.0,Cancelado,Cartão Crédito
2026-04-08 18:15,Enzo Martins,(61) 99602-1935,Corte masculino,Jr (aprendiz),0.3,45,0,13.5,Realizado,Cartão Débito
2026-04-08 16:00,Jefferson Pires,(61) 98421-9108,Corte + Barba,Léo,0.4,54,0,21.6,Realizado,PIX
2026-04-08 15:45,Raphael Nunes,(61) 99723-9535,Corte + Barba,Marcos,0.45,63,0,28.35,Faltou,Cartão Débito
2026-04-08 15:15,Jefferson Pires,(61) 98064-9872,Pigmentação de barba,Tiago (Dono),0.0,94,0,0.0,Realizado,PIX
2026-04-08 14:00,Nicolas Ramos,(61) 99858-5301,Relaxamento,Léo,0.4,118,0,47.2,Realizado,Cartão Débito
2026-04-08 13:45,Vitor Araújo,(61) 98459-4370,Corte masculino,Jr (aprendiz),0.3,47,0,14.1,Realizado,Cartão Crédito
2026-04-08 13:30,Thiago Pereira,(61) 98079-5493,Pezinho,Léo,0.4,23,15,9.2,Realizado,Cartão Crédito
2026-04-08 13:15,Marcos Vieira,(61) 98270-1248,Combo Premium (VIP),Marcos,0.45,137,0,61.65,Cancelado,PIX
2026-04-08 13:00,Ricardo Brito,(61) 98265-7517,Hidratação capilar,Marcos,0.45,59,0,26.55,Realizado,PIX
2026-04-08 12:30,Samuel Freitas,(61) 98762-3325,Corte infantil,Tiago (Dono),0.0,31,0,0.0,Faltou,PIX
2026-04-08 12:30,Diego Oliveira,(61) 98465-7767,Corte masculino,Marcos,0.45,42,5,18.9,Realizado,PIX
2026-04-08 10:45,Natan Rocha,(61) 99163-9501,Sobrancelha,Jr (aprendiz),0.3,34,0,10.2,Realizado,PIX
2026-04-08 09:30,Raphael Nunes,(61) 98173-1978,Relaxamento,Léo,0.4,94,0,37.6,Realizado,PIX
2026-04-08 09:15,Josué Carvalho,(61) 98043-9174,Combo Premium (VIP),Jr (aprendiz),0.3,131,0,39.3,Realizado,PIX
2026-04-07 19:45,Heitor Almeida,(61) 98610-2653,Corte + Barba,Marcos,0.45,55,0,24.75,Realizado,PIX
2026-04-07 19:00,Caio Rodrigues,(61) 99424-3051,Combo Premium (VIP),Jr (aprendiz),0.3,93,0,27.9,Realizado,Cartão Crédito
2026-04-07 19:00,Bruno Ferreira,(61) 98285-4346,Hidratação capilar,Léo,0.4,53,5,21.2,Realizado,Cartão Débito
2026-04-07 18:30,João Paulo,(61) 99918-5309,Relaxamento,Tiago (Dono),0.0,73,0,0.0,Realizado,PIX
2026-04-07 17:30,Sérgio Lopes,(61) 98898-8004,Relaxamento,Marcos,0.45,105,0,47.25,Realizado,Dinheiro
2026-04-07 17:30,Levi Pereira,(61) 99852-1579,Corte masculino,Jr (aprendiz),0.3,42,20,12.6,Realizado,PIX
2026-04-07 15:45,Caio Rodrigues,(61) 99850-7024,Barba completa,Jr (aprendiz),0.3,33,20,9.9,Realizado,PIX
2026-04-07 15:30,Lucas Martins,(61) 98494-9482,Barba completa,Tiago (Dono),0.0,39,0,0.0,Realizado,PIX
2026-04-07 14:15,Cleber Torres,(61) 99168-8761,Corte infantil,Marcos,0.45,40,0,18.0,Realizado,Cartão Crédito
2026-04-07 14:00,Tiago Santos,(61) 98980-3121,Relaxamento,Tiago (Dono),0.0,117,0,0.0,Realizado,PIX
2026-04-07 13:15,Rafael Almeida,(61) 99761-7215,Corte masculino,Marcos,0.45,35,0,15.75,Realizado,PIX
2026-04-07 13:00,Leonardo Gomes,(61) 98883-8824,Corte masculino,Marcos,0.45,50,0,22.5,Realizado,Dinheiro
2026-04-07 10:45,Gustavo Fonseca,(61) 99888-5118,Corte masculino,Léo,0.4,54,10,21.6,Realizado,Cartão Crédito
2026-04-06 20:15,Daniel Freitas,(61) 98592-2638,Corte infantil,Jr (aprendiz),0.3,31,0,9.3,Realizado,PIX
2026-04-06 20:15,Diego Oliveira,(61) 99192-1397,Corte infantil,Tiago (Dono),0.0,31,0,0.0,Faltou,Cartão Débito
2026-04-06 19:15,Felipe Correia,(61) 98461-4296,Sobrancelha,Jr (aprendiz),0.3,35,0,10.5,Realizado,PIX
2026-04-06 19:00,Vinícius Ramos,(61) 98835-9955,Corte masculino,Tiago (Dono),0.0,39,0,0.0,Realizado,PIX
2026-04-06 18:45,Otávio Guimarães,(61) 98219-8601,Sobrancelha,Jr (aprendiz),0.3,32,0,9.6,Realizado,PIX
2026-04-06 18:30,Eduardo Cardoso,(61) 99699-7615,Hidratação capilar,Léo,0.4,58,0,23.2,Realizado,PIX
2026-04-06 18:15,André Nascimento,(61) 98247-9516,Corte + Barba,Marcos,0.45,50,0,22.5,Realizado,Cartão Crédito
2026-04-06 15:45,Matheus Rocha,(61) 98022-5960,Corte masculino,Jr (aprendiz),0.3,44,15,13.2,Realizado,PIX
2026-04-06 14:15,Davi Oliveira,(61) 98786-7882,Pezinho,Marcos,0.45,16,0,7.2,Realizado,PIX
2026-04-06 14:00,Levi Pereira,(61) 98773-3182,Barba completa,Tiago (Dono),0.0,40,0,0.0,Realizado,Cartão Débito
2026-04-06 13:45,Lorenzo Fernandes,(61) 98378-3321,Relaxamento,Jr (aprendiz),0.3,77,5,23.1,Realizado,Cartão Débito
2026-04-06 13:30,Levi Pereira,(61) 98966-3955,Pigmentação de barba,Jr (aprendiz),0.3,64,0,19.2,Realizado,Cartão Crédito
2026-04-06 13:00,Daniel Freitas,(61) 98799-9405,Hidratação capilar,Marcos,0.45,56,20,25.2,Realizado,PIX
2026-04-06 10:15,Vinícius Ramos,(61) 98908-7401,Corte + Barba,Tiago (Dono),0.0,80,0,0.0,Realizado,Cartão Débito
2026-04-06 10:15,Anderson Moraes,(61) 99758-3294,Barba completa,Léo,0.4,41,0,16.4,Realizado,Cartão Débito
2026-04-06 10:00,Robson Lima,(61) 98149-8234,Sobrancelha,Tiago (Dono),0.0,23,0,0.0,Realizado,PIX
2026-04-06 10:00,Rafael Almeida,(61) 99022-8805,Barba completa,Tiago (Dono),0.0,37,0,0.0,Realizado,PIX
2026-04-06 09:45,Bruno Ferreira,(61) 99480-8509,Hidratação capilar,Marcos,0.45,70,0,31.5,Realizado,PIX
2026-04-06 09:00,Marcelo Costa,(61) 99723-9957,Pigmentação de barba,Marcos,0.45,90,0,40.5,Realizado,PIX
2026-04-04 20:00,Josué Carvalho,(61) 99980-9115,Pezinho,Marcos,0.45,23,0,10.35,Realizado,Cartão Crédito
2026-04-04 19:45,Diego Oliveira,(61) 99804-2261,Hidratação capilar,Marcos,0.45,40,0,18.0,Realizado,PIX
2026-04-04 19:15,Thiago Pereira,(61) 99880-2322,Sobrancelha,Marcos,0.45,24,0,10.8,Realizado,Cartão Débito
2026-04-04 19:00,Igor Moreira,(61) 99699-2753,Corte infantil,Tiago (Dono),0.0,39,10,0.0,Realizado,PIX
2026-04-04 18:45,Otávio Guimarães,(61) 98773-2768,Pezinho,Marcos,0.45,16,0,7.2,Realizado,Cartão Crédito
2026-04-04 18:45,João Paulo,(61) 99801-5395,Pigmentação de barba,Marcos,0.45,66,0,29.7,Realizado,PIX
2026-04-04 18:00,Diego Oliveira,(61) 99021-3410,Combo Premium (VIP),Léo,0.4,126,5,50.4,Realizado,Cartão Débito
2026-04-04 17:30,Igor Moreira,(61) 98861-7721,Hidratação capilar,Jr (aprendiz),0.3,53,0,15.9,Faltou,Cartão Débito
2026-04-04 17:15,Marcos Vieira,(61) 99421-6132,Pigmentação de barba,Marcos,0.45,66,0,29.7,Realizado,PIX
2026-04-04 16:30,Luiz Augusto,(61) 98027-6777,Sobrancelha,Léo,0.4,35,0,14.0,Realizado,PIX
2026-04-04 16:15,Daniel Freitas,(61) 98589-1050,Pezinho,Léo,0.4,20,0,8.0,Realizado,PIX
2026-04-04 16:15,Pedro Henrique,(61) 98132-5828,Sobrancelha,Léo,0.4,25,0,10.0,Realizado,PIX
2026-04-04 16:00,Nicolas Ramos,(61) 99259-5954,Corte infantil,Jr (aprendiz),0.3,25,10,7.5,Realizado,PIX
2026-04-04 15:45,Raphael Nunes,(61) 99437-6624,Sobrancelha,Tiago (Dono),0.0,26,0,0.0,Realizado,Dinheiro
2026-04-04 15:45,Miguel Santos,(61) 99222-6091,Corte + Barba,Léo,0.4,66,0,26.4,Faltou,Cartão Crédito
2026-04-04 15:15,Matheus Rocha,(61) 98108-8230,Pigmentação de barba,Jr (aprendiz),0.3,92,0,27.6,Realizado,Cartão Crédito
2026-04-04 15:00,Cleber Torres,(61) 98449-2887,Corte masculino,Marcos,0.45,55,0,24.75,Realizado,Cartão Crédito
2026-04-04 14:00,Yuri Monteiro,(61) 98248-9369,Sobrancelha,Léo,0.4,35,0,14.0,Realizado,PIX
2026-04-04 14:00,Gabriel Lima,(61) 99608-9224,Sobrancelha,Léo,0.4,24,0,9.6,Realizado,PIX
2026-04-04 13:45,Benjamin Costa,(61) 98714-6426,Corte infantil,Léo,0.4,30,0,12.0,Realizado,Dinheiro
2026-04-04 13:30,Miguel Santos,(61) 99491-1339,Corte infantil,Tiago (Dono),0.0,40,20,0.0,Realizado,PIX
2026-04-04 13:30,Leonardo Gomes,(61) 98865-4177,Corte masculino,Jr (aprendiz),0.3,55,0,16.5,Realizado,Cartão Crédito
2026-04-04 13:15,Bruno Ferreira,(61) 98509-7328,Combo Premium (VIP),Léo,0.4,149,0,59.6,Faltou,Cartão Crédito
2026-04-04 13:15,João Paulo,(61) 99010-9497,Barba completa,Léo,0.4,49,0,19.6,Realizado,Cartão Débito
2026-04-04 12:30,Eduardo Cardoso,(61) 98257-7601,Relaxamento,Léo,0.4,104,15,41.6,Realizado,PIX
2026-04-04 11:45,Lorenzo Fernandes,(61) 98063-5003,Pezinho,Marcos,0.45,25,0,11.25,Realizado,PIX
2026-04-04 11:45,Caio Rodrigues,(61) 99898-8555,Pezinho,Léo,0.4,19,20,7.6,Realizado,Cartão Débito
2026-04-04 11:45,Cleber Torres,(61) 98408-5096,Hidratação capilar,Marcos,0.45,65,0,29.25,Realizado,PIX
2026-04-04 11:30,Cleber Torres,(61) 98290-1208,Corte + Barba,Marcos,0.45,60,15,27.0,Realizado,Cartão Débito
2026-04-04 11:15,Miguel Santos,(61) 99918-1105,Barba completa,Léo,0.4,39,0,15.6,Realizado,Cartão Débito
2026-04-04 11:15,Davi Oliveira,(61) 98687-8415,Corte + Barba,Léo,0.4,56,0,22.4,Realizado,Cartão Crédito
2026-04-04 11:00,Douglas Souza,(61) 98506-8742,Hidratação capilar,Tiago (Dono),0.0,55,0,0.0,Realizado,PIX
2026-04-04 10:15,Arthur Pinto,(61) 99408-4909,Relaxamento,Léo,0.4,100,0,40.0,Realizado,PIX
2026-04-04 10:00,Yuri Monteiro,(61) 99075-9243,Corte masculino,Léo,0.4,53,0,21.2,Realizado,PIX
2026-04-04 09:45,Bruno Ferreira,(61) 98010-8050,Pezinho,Tiago (Dono),0.0,19,10,0.0,Realizado,Cartão Crédito
2026-04-04 09:00,Murilo Barbosa,(61) 98564-4710,Sobrancelha,Tiago (Dono),0.0,27,0,0.0,Realizado,PIX
2026-04-03 20:00,Sérgio Lopes,(61) 98153-9103,Corte infantil,Marcos,0.45,32,0,14.4,Realizado,Cartão Débito
2026-04-03 19:45,Raphael Nunes,(61) 99569-5853,Hidratação capilar,Jr (aprendiz),0.3,64,10,19.2,Realizado,PIX
2026-04-03 19:15,Lorenzo Fernandes,(61) 98789-8412,Corte infantil,Marcos,0.45,28,10,12.6,Realizado,Cartão Crédito
2026-04-03 18:45,Cleber Torres,(61) 99643-9092,Pigmentação de barba,Léo,0.4,80,5,32.0,Realizado,PIX
2026-04-03 18:45,Henrique Campos,(61) 98009-8565,Relaxamento,Léo,0.4,71,20,28.4,Realizado,Dinheiro
2026-04-03 18:45,Wagner Dias,(61) 98492-8830,Combo Premium (VIP),Tiago (Dono),0.0,132,0,0.0,Realizado,Dinheiro
2026-04-03 18:15,Davi Oliveira,(61) 99405-6032,Pigmentação de barba,Tiago (Dono),0.0,72,10,0.0,Realizado,PIX
2026-04-03 18:00,Matheus Rocha,(61) 98492-1271,Combo Premium (VIP),Tiago (Dono),0.0,146,0,0.0,Realizado,Cartão Débito
2026-04-03 17:30,Vitor Araújo,(61) 99010-2989,Relaxamento,Jr (aprendiz),0.3,73,15,21.9,Realizado,Cartão Crédito
2026-04-03 17:00,Marcos Vieira,(61) 99466-2225,Sobrancelha,Marcos,0.45,26,10,11.7,Realizado,PIX
2026-04-03 16:15,Raphael Nunes,(61) 98242-2377,Corte masculino,Jr (aprendiz),0.3,50,0,15.0,Realizado,Cartão Débito
2026-04-03 16:00,Raphael Nunes,(61) 99231-6355,Pigmentação de barba,Tiago (Dono),0.0,67,0,0.0,Realizado,Dinheiro
2026-04-03 15:00,André Nascimento,(61) 98732-5019,Barba completa,Jr (aprendiz),0.3,40,0,12.0,Realizado,Cartão Débito
2026-04-03 14:00,Rafael Almeida,(61) 99764-8138,Pezinho,Tiago (Dono),0.0,15,10,0.0,Realizado,PIX
2026-04-03 14:00,Mateus Vieira,(61) 98658-4811,Hidratação capilar,Jr (aprendiz),0.3,46,0,13.8,Realizado,PIX
2026-04-03 13:15,Levi Pereira,(61) 99765-3424,Barba completa,Jr (aprendiz),0.3,48,10,14.4,Realizado,Dinheiro
2026-04-03 13:15,Bernardo Silva,(61) 98142-8698,Pigmentação de barba,Tiago (Dono),0.0,62,5,0.0,Realizado,PIX
2026-04-03 13:00,André Nascimento,(61) 99621-7218,Corte masculino,Tiago (Dono),0.0,44,20,0.0,Realizado,PIX
2026-04-03 12:15,Thiago Pereira,(61) 99777-1860,Pezinho,Tiago (Dono),0.0,20,0,0.0,Realizado,PIX
2026-04-03 10:45,Natan Rocha,(61) 98819-2306,Sobrancelha,Léo,0.4,28,0,11.2,Realizado,Cartão Débito
2026-04-03 10:30,Vinícius Ramos,(61) 98638-8438,Relaxamento,Léo,0.4,118,0,47.2,Realizado,Cartão Débito
2026-04-03 10:15,Jefferson Pires,(61) 98250-1157,Hidratação capilar,Marcos,0.45,51,0,22.95,Realizado,PIX
2026-04-03 09:15,Carlos Silva,(61) 98384-8989,Pezinho,Jr (aprendiz),0.3,22,0,6.6,Faltou,Cartão Débito
2026-04-02 20:15,Raphael Nunes,(61) 98713-5822,Sobrancelha,Marcos,0.45,35,0,15.75,Realizado,Cartão Crédito
2026-04-02 18:45,Diego Oliveira,(61) 99295-2052,Pezinho,Léo,0.4,24,0,9.6,Realizado,Cartão Crédito
2026-04-02 18:00,Daniel Freitas,(61) 99097-1377,Corte infantil,Tiago (Dono),0.0,33,5,0.0,Realizado,Dinheiro
2026-04-02 17:15,Vinícius Ramos,(61) 98450-2367,Hidratação capilar,Marcos,0.45,43,10,19.35,Realizado,Dinheiro
2026-04-02 17:15,Ricardo Brito,(61) 99287-3507,Pezinho,Tiago (Dono),0.0,16,5,0.0,Realizado,Cartão Crédito
2026-04-02 16:45,Diego Oliveira,(61) 99407-5605,Corte infantil,Marcos,0.45,37,10,16.65,Realizado,PIX
2026-04-02 16:15,Benjamin Costa,(61) 98601-9691,Corte masculino,Léo,0.4,51,0,20.4,Realizado,Cartão Crédito
2026-04-02 15:45,Diego Oliveira,(61) 99275-2762,Relaxamento,Léo,0.4,117,0,46.8,Realizado,PIX
2026-04-02 15:00,Vitor Araújo,(61) 98642-8387,Corte + Barba,Jr (aprendiz),0.3,63,0,18.9,Realizado,PIX
2026-04-02 15:00,Renan Mendes,(61) 99953-8992,Relaxamento,Marcos,0.45,89,0,40.05,Realizado,Cartão Crédito
2026-04-02 13:00,Raphael Nunes,(61) 99186-2694,Corte + Barba,Tiago (Dono),0.0,59,0,0.0,Realizado,PIX
2026-04-02 11:15,Anderson Moraes,(61) 98502-7194,Pezinho,Marcos,0.45,19,0,8.55,Realizado,Dinheiro
2026-04-02 11:15,Marcelo Costa,(61) 98710-8928,Corte masculino,Tiago (Dono),0.0,40,10,0.0,Realizado,PIX
2026-04-02 10:45,Levi Pereira,(61) 99832-3959,Relaxamento,Tiago (Dono),0.0,77,10,0.0,Realizado,Cartão Crédito
2026-04-02 10:00,Vitor Araújo,(61) 99005-1359,Hidratação capilar,Marcos,0.45,69,0,31.05,Realizado,PIX
2026-04-02 09:00,Murilo Barbosa,(61) 99299-6867,Pigmentação de barba,Marcos,0.45,61,0,27.45,Realizado,Cartão Débito
2026-04-01 20:45,Sérgio Lopes,(61) 99830-4253,Relaxamento,Tiago (Dono),0.0,94,0,0.0,Realizado,Cartão Crédito
2026-04-01 19:45,Wagner Dias,(61) 98447-4074,Relaxamento,Tiago (Dono),0.0,76,0,0.0,Cancelado,PIX
2026-04-01 17:30,Paulo Henrique,(61) 98394-7444,Barba completa,Jr (aprendiz),0.3,48,15,14.4,Realizado,PIX
2026-04-01 16:45,André Nascimento,(61) 98718-8601,Pezinho,Tiago (Dono),0.0,22,0,0.0,Faltou,PIX
2026-04-01 16:30,André Nascimento,(61) 99931-3059,Pigmentação de barba,Tiago (Dono),0.0,76,0,0.0,Realizado,Cartão Crédito
2026-04-01 15:45,Fábio Duarte,(61) 99920-2625,Pigmentação de barba,Léo,0.4,100,0,40.0,Realizado,PIX
2026-04-01 15:45,Carlos Silva,(61) 98548-5333,Hidratação capilar,Marcos,0.45,65,0,29.25,Realizado,Cartão Crédito
2026-04-01 15:45,Sérgio Lopes,(61) 99566-6502,Hidratação capilar,Jr (aprendiz),0.3,66,0,19.8,Realizado,PIX
2026-04-01 15:15,Jefferson Pires,(61) 98189-8021,Sobrancelha,Tiago (Dono),0.0,25,0,0.0,Cancelado,Cartão Crédito
2026-04-01 15:15,Douglas Souza,(61) 99990-1235,Pigmentação de barba,Léo,0.4,73,10,29.2,Realizado,Dinheiro
2026-04-01 15:15,Leonardo Gomes,(61) 99606-7422,Barba completa,Tiago (Dono),0.0,46,0,0.0,Realizado,Cartão Crédito
2026-04-01 14:30,Rafael Almeida,(61) 99328-8471,Sobrancelha,Tiago (Dono),0.0,29,0,0.0,Realizado,Cartão Crédito
2026-04-01 14:30,Daniel Freitas,(61) 99096-3632,Pezinho,Jr (aprendiz),0.3,20,0,6.0,Realizado,Cartão Crédito
2026-04-01 13:45,Cleber Torres,(61) 98314-7134,Pezinho,Jr (aprendiz),0.3,15,5,4.5,Realizado,Dinheiro
2026-04-01 10:45,Arthur Pinto,(61) 98433-4651,Relaxamento,Léo,0.4,72,0,28.8,Realizado,Cartão Crédito
2026-04-01 10:15,Igor Moreira,(61) 98333-9892,Pigmentação de barba,Marcos,0.45,83,0,37.35,Realizado,PIX
2026-04-01 10:15,Ricardo Brito,(61) 99912-3416,Hidratação capilar,Marcos,0.45,40,0,18.0,Realizado,Cartão Crédito
2026-04-01 10:00,Thiago Pereira,(61) 99898-9924,Corte masculino,Jr (aprendiz),0.3,54,20,16.2,Realizado,PIX
2026-04-01 09:45,Eduardo Cardoso,(61) 99059-3595,Pigmentação de barba,Jr (aprendiz),0.3,71,0,21.3,Realizado,PIX
2026-03-31 19:15,Davi Oliveira,(61) 98268-6554,Barba completa,Léo,0.4,46,0,18.4,Realizado,Cartão Crédito
2026-03-31 19:15,André Nascimento,(61) 98587-7568,Relaxamento,Tiago (Dono),0.0,101,0,0.0,Realizado,PIX
2026-03-31 17:45,Alexandre Batista,(61) 98501-1130,Corte masculino,Tiago (Dono),0.0,54,0,0.0,Realizado,Cartão Débito
2026-03-31 16:15,Wagner Dias,(61) 99585-7230,Pezinho,Tiago (Dono),0.0,20,0,0.0,Realizado,PIX
2026-03-31 16:00,Igor Moreira,(61) 99180-6952,Hidratação capilar,Léo,0.4,45,10,18.0,Realizado,PIX
2026-03-31 16:00,Sérgio Lopes,(61) 98223-2406,Combo Premium (VIP),Jr (aprendiz),0.3,119,0,35.7,Faltou,Cartão Crédito
2026-03-31 15:15,Cesar Ribeiro,(61) 99397-7769,Hidratação capilar,Léo,0.4,56,0,22.4,Realizado,PIX
2026-03-31 14:45,Vinícius Ramos,(61) 99116-3551,Combo Premium (VIP),Léo,0.4,97,0,38.8,Realizado,PIX
2026-03-31 14:00,Lucas Martins,(61) 98524-8242,Barba completa,Léo,0.4,44,0,17.6,Realizado,Dinheiro
2026-03-31 13:30,Wagner Dias,(61) 98167-5887,Barba completa,Marcos,0.45,32,15,14.4,Realizado,Dinheiro
2026-03-31 13:30,Robson Lima,(61) 99242-2228,Pigmentação de barba,Jr (aprendiz),0.3,62,20,18.6,Realizado,PIX
2026-03-31 11:45,Leonardo Gomes,(61) 99984-2428,Corte masculino,Léo,0.4,39,0,15.6,Realizado,PIX
2026-03-31 11:15,Cleber Torres,(61) 98474-4533,Combo Premium (VIP),Tiago (Dono),0.0,95,0,0.0,Realizado,Cartão Débito
2026-03-31 11:00,Nicolas Ramos,(61) 98132-6198,Pigmentação de barba,Marcos,0.45,87,0,39.15,Realizado,Cartão Débito
2026-03-31 11:00,Fábio Duarte,(61) 98456-7360,Pigmentação de barba,Jr (aprendiz),0.3,70,0,21.0,Realizado,PIX
2026-03-31 09:30,Breno Santos,(61) 99951-7929,Pigmentação de barba,Marcos,0.45,90,5,40.5,Realizado,Cartão Débito
2026-03-30 20:45,Fernando Castro,(61) 98337-1895,Hidratação capilar,Jr (aprendiz),0.3,60,0,18.0,Realizado,Dinheiro
2026-03-30 20:30,Eduardo Cardoso,(61) 99031-2654,Corte + Barba,Jr (aprendiz),0.3,71,0,21.3,Realizado,PIX
2026-03-30 20:30,Fernando Castro,(61) 99423-1216,Pigmentação de barba,Jr (aprendiz),0.3,81,0,24.3,Realizado,Dinheiro
2026-03-30 20:15,Diego Oliveira,(61) 99947-3050,Barba completa,Tiago (Dono),0.0,38,0,0.0,Realizado,PIX
2026-03-30 20:15,João Paulo,(61) 99684-2264,Relaxamento,Marcos,0.45,73,0,32.85,Realizado,PIX
2026-03-30 20:00,Henrique Campos,(61) 98035-6937,Hidratação capilar,Marcos,0.45,40,0,18.0,Realizado,PIX
2026-03-30 19:00,Fernando Castro,(61) 98161-5014,Relaxamento,Tiago (Dono),0.0,80,10,0.0,Realizado,PIX
2026-03-30 18:45,Bruno Ferreira,(61) 99932-6056,Corte masculino,Tiago (Dono),0.0,45,0,0.0,Faltou,PIX
2026-03-30 17:45,Eduardo Cardoso,(61) 99739-3283,Corte + Barba,Léo,0.4,53,0,21.2,Realizado,Cartão Débito
2026-03-30 17:15,Rafael Almeida,(61) 99779-1612,Relaxamento,Jr (aprendiz),0.3,120,0,36.0,Realizado,PIX
2026-03-30 14:45,Felipe Correia,(61) 99594-6496,Sobrancelha,Tiago (Dono),0.0,23,20,0.0,Realizado,Dinheiro
2026-03-30 13:45,Matheus Rocha,(61) 98114-3257,Corte infantil,Marcos,0.45,38,10,17.1,Realizado,PIX
2026-03-30 13:00,Matheus Rocha,(61) 98355-9245,Corte masculino,Tiago (Dono),0.0,55,0,0.0,Realizado,PIX
2026-03-30 12:45,Thiago Pereira,(61) 99590-4593,Relaxamento,Jr (aprendiz),0.3,115,0,34.5,Realizado,PIX
2026-03-30 12:15,Wagner Dias,(61) 99156-1735,Corte masculino,Léo,0.4,42,20,16.8,Realizado,Cartão Crédito
2026-03-30 11:00,João Paulo,(61) 99027-6014,Pigmentação de barba,Léo,0.4,89,0,35.6,Realizado,PIX
2026-03-30 10:15,Marcos Vieira,(61) 98110-2736,Corte masculino,Léo,0.4,48,0,19.2,Faltou,PIX
2026-03-30 10:00,Murilo Barbosa,(61) 98286-9641,Pigmentação de barba,Marcos,0.45,69,0,31.05,Realizado,PIX
2026-03-30 09:30,Enzo Martins,(61) 98644-7400,Sobrancelha,Marcos,0.45,32,0,14.4,Faltou,PIX
2026-03-30 09:15,Fábio Duarte,(61) 98022-6064,Barba completa,Tiago (Dono),0.0,47,20,0.0,Realizado,Cartão Crédito
2026-03-28 20:15,Gustavo Fonseca,(61) 99318-1846,Hidratação capilar,Jr (aprendiz),0.3,53,15,15.9,Realizado,PIX
2026-03-28 20:00,Josué Carvalho,(61) 99750-3436,Corte infantil,Marcos,0.45,30,0,13.5,Cancelado,Cartão Crédito
2026-03-28 19:30,Ricardo Brito,(61) 98836-5831,Corte + Barba,Léo,0.4,85,0,34.0,Realizado,PIX
2026-03-28 19:15,Paulo Henrique,(61) 99206-9664,Hidratação capilar,Léo,0.4,63,0,25.2,Realizado,PIX
2026-03-28 18:30,Henrique Campos,(61) 98267-2971,Sobrancelha,Jr (aprendiz),0.3,26,5,7.8,Realizado,PIX
2026-03-28 18:00,Breno Santos,(61) 99782-9412,Pezinho,Jr (aprendiz),0.3,21,0,6.3,Realizado,PIX
